votetsai,green,kmt,dpp,pfp,npp,noparty,unify,indep,statusquo,edu,taiwanese,income,age,south,dadmainland,female,econworse,inequality,pubwelf
0,0,0,0,1,0,0,1,0,0,3,0,3,46,1,1,0,1,1,0
0,0,0,0,0,0,1,1,0,0,1,0,1,72,1,0,1,0,0,1
0,0,1,0,0,0,0,1,0,0,3,0,7,38,1,1,0,0,1,1
1,1,0,1,0,0,0,0,1,0,3,1,5,62,1,0,0,1,1,0
1,1,0,1,0,0,0,0,1,0,2,1,1,73,1,0,1,1,1,0
1,1,0,1,0,0,0,1,0,0,5,1,10,52,1,0,0,1,1,1
1,1,0,0,0,0,0,0,1,0,5,1,5,31,1,0,1,1,1,1
1,0,0,0,0,0,1,0,1,0,3,1,2,38,1,0,0,0,1,0
0,0,1,0,0,0,0,1,0,0,5,0,4,44,1,0,0,1,1,1
0,0,0,0,0,0,1,0,0,1,3,0,1,52,1,0,1,1,1,1
1,1,0,1,0,0,0,0,0,1,5,1,6,39,1,0,1,0,1,0
1,1,0,1,0,0,0,0,0,1,2,1,,54,1,0,1,1,1,0
0,0,0,0,0,0,1,0,0,1,5,1,6,61,1,0,0,1,1,1
0,0,0,0,0,0,1,0,1,0,3,0,,65,1,0,1,0,1,1
0,0,0,0,0,0,1,0,0,1,3,0,,29,1,0,0,0,1,1
1,0,0,0,0,0,1,0,0,1,5,1,8,58,1,0,1,0,1,1
0,0,1,0,0,0,0,0,0,1,5,1,7,22,1,0,0,0,1,1
0,0,1,0,0,0,0,0,0,1,2,0,8,53,1,0,1,0,1,1
0,0,0,0,0,0,1,1,0,0,4,0,7,36,1,0,0,0,1,0
1,1,0,1,0,0,0,0,1,0,3,1,5,45,1,0,1,1,1,0
1,0,0,0,0,0,1,0,1,0,5,1,6,26,1,0,1,1,1,0
1,0,1,0,0,0,0,0,1,0,3,1,,60,1,0,0,1,1,0
0,0,1,0,0,0,0,0,0,1,3,1,8,51,1,1,1,0,1,0
1,1,0,1,0,0,0,0,1,0,1,1,,65,1,0,1,1,1,0
1,0,0,0,0,0,1,0,0,1,3,1,,84,1,0,0,1,1,0
0,0,0,0,1,0,0,0,0,1,3,1,2,46,1,0,1,1,1,0
0,0,0,0,0,0,1,0,0,1,5,0,5,62,1,0,0,0,1,1
1,0,0,0,0,0,1,0,0,1,4,0,5,51,1,0,0,0,1,0
1,1,0,0,0,0,0,0,1,0,4,1,,59,1,0,0,1,1,0
0,1,0,1,0,0,0,0,0,1,3,1,,50,1,0,1,1,1,0
1,1,0,1,0,0,0,0,0,1,5,1,7,39,1,0,0,0,1,0
0,0,0,0,0,0,1,0,0,0,1,1,1,67,1,0,1,1,1,0
0,0,1,0,0,0,0,1,0,0,2,0,4,57,1,0,1,0,1,0
0,0,1,0,0,0,0,0,1,0,5,1,4,27,1,0,1,0,1,0
1,1,0,1,0,0,0,0,1,0,5,1,7,34,1,0,1,0,1,1
1,0,0,0,0,0,1,0,1,0,3,1,8,64,1,0,0,1,1,0
1,0,0,0,0,0,1,0,0,1,3,1,,66,1,0,1,1,1,1
0,0,1,0,0,0,0,1,0,0,3,0,10,57,1,0,1,1,1,0
0,0,0,0,0,0,1,0,0,1,3,1,,40,1,0,0,1,1,1
1,1,0,1,0,0,0,0,0,1,5,0,8,23,1,0,1,0,1,0
1,1,0,1,0,0,0,0,0,1,5,0,3,35,1,0,0,0,1,1
0,0,1,0,0,0,0,0,0,0,1,1,,66,1,0,1,0,1,1
1,0,0,0,0,0,1,0,0,1,4,0,8,49,1,0,1,1,1,0
0,0,1,0,0,0,0,0,0,1,1,0,1,61,1,0,0,1,1,0
0,0,0,0,0,0,1,0,0,1,3,0,7,39,1,0,0,0,1,0
0,0,0,0,0,0,1,0,0,1,3,1,2,28,1,0,1,1,1,0
0,0,0,0,0,0,1,0,0,1,1,1,,82,1,0,0,0,1,1
0,0,0,0,0,0,1,0,0,1,5,1,,56,1,0,0,0,1,1
0,0,0,0,0,0,1,0,0,1,5,1,,35,1,0,0,1,1,0
0,0,0,0,0,0,1,0,0,1,5,1,,57,1,0,1,0,1,0
0,0,0,0,0,0,1,0,0,1,2,0,,48,1,1,0,0,1,0
0,0,1,0,0,0,0,0,0,1,5,1,10,59,0,0,1,0,1,1
1,1,0,1,0,0,0,0,1,0,3,1,5,29,0,0,0,1,1,0
1,1,0,1,0,0,0,0,0,1,5,1,9,24,0,0,0,0,1,0
0,1,0,1,0,0,0,0,0,1,3,1,9,28,0,0,0,0,1,1
0,0,0,0,0,0,1,0,0,1,3,0,6,51,0,1,1,0,0,1
1,1,0,1,0,0,0,0,1,0,5,1,2,24,0,0,1,1,1,0
1,0,0,0,0,0,1,0,1,0,5,1,8,34,0,0,1,1,1,0
0,0,0,0,1,0,0,1,0,0,5,0,10,24,0,0,0,0,1,0
1,1,0,1,0,0,0,0,1,0,5,1,3,35,0,0,0,1,1,1
0,0,0,0,0,0,1,0,1,0,3,1,4,21,0,0,1,0,1,0
0,0,1,0,0,0,0,1,0,0,3,0,2,47,0,0,0,1,1,0
0,0,0,0,0,0,1,1,0,0,4,0,6,66,0,1,0,0,1,1
1,1,0,1,0,0,0,0,1,0,1,0,,60,0,0,1,1,1,0
0,0,0,0,0,0,1,0,1,0,1,1,,62,0,0,0,1,1,0
0,0,1,0,0,0,0,0,0,1,2,0,7,72,0,0,0,1,1,1
0,1,0,1,0,0,0,0,0,1,5,0,8,58,0,1,1,1,0,1
1,1,0,1,0,0,0,0,0,1,3,1,9,35,0,0,0,1,1,0
0,0,1,0,0,0,0,0,0,1,2,0,8,62,0,0,1,0,1,1
1,1,0,1,0,0,0,0,1,0,2,1,10,36,0,0,0,0,1,0
1,0,0,0,0,0,1,0,1,0,1,1,1,59,0,0,1,0,1,0
0,0,1,0,0,0,0,0,0,1,5,0,,25,0,0,1,0,1,1
1,1,0,1,0,0,0,0,1,0,5,1,2,29,0,0,0,0,1,1
0,0,1,0,0,0,0,0,0,1,5,0,10,70,0,1,1,0,1,1
1,1,0,1,0,0,0,1,0,0,5,0,8,27,0,1,0,0,1,0
0,0,0,0,0,0,1,0,1,0,5,0,,23,0,0,1,0,0,1
1,1,0,1,0,0,0,0,0,1,3,1,5,42,0,0,0,0,1,1
1,1,0,0,0,1,0,0,1,0,5,1,6,41,0,0,1,1,1,0
1,1,0,1,0,0,0,1,0,0,3,0,7,45,0,0,0,1,1,0
0,0,0,0,0,0,1,1,0,0,5,0,8,23,0,0,1,0,1,1
0,0,1,0,0,0,0,0,0,1,5,1,10,36,0,1,0,0,1,0
0,0,1,0,0,0,0,0,0,1,5,1,8,61,0,1,0,0,1,1
0,0,1,0,0,0,0,0,0,1,3,0,4,68,0,1,1,0,1,1
1,0,0,0,0,0,1,0,1,0,5,1,9,21,0,0,1,1,1,0
0,0,0,0,0,0,1,0,0,1,5,0,7,28,0,1,1,0,1,1
0,0,0,0,0,0,1,0,0,1,5,0,,30,0,0,0,1,1,1
1,1,0,1,0,0,0,0,1,0,5,1,6,44,0,0,0,0,1,1
1,0,0,0,0,0,1,0,0,1,3,0,8,38,0,0,0,0,0,1
0,0,1,0,0,0,0,0,0,1,3,0,5,48,0,1,1,1,1,0
0,0,0,0,0,0,1,0,0,1,3,0,7,37,0,0,0,0,1,0
1,1,0,1,0,0,0,0,0,1,5,1,7,27,0,0,1,1,1,0
0,0,0,0,0,0,1,0,0,1,3,0,4,66,0,0,0,1,1,1
0,0,0,0,0,0,1,0,0,1,3,1,8,26,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,1,1,0,,94,0,0,1,1,1,0
1,0,0,0,0,0,1,0,0,1,3,1,2,21,0,0,1,0,1,0
0,1,0,1,0,0,0,1,0,0,3,0,,41,0,0,0,1,1,0
0,0,0,0,0,0,1,0,0,1,5,1,5,47,0,0,0,0,1,1
1,1,0,1,0,0,0,0,0,1,5,1,7,34,0,0,1,0,1,1
0,0,0,0,0,0,1,0,0,1,3,1,2,38,0,0,1,0,1,0
0,0,0,0,0,0,1,0,0,1,3,0,10,52,0,1,0,0,1,0
0,0,1,0,0,0,0,0,1,0,3,0,4,36,0,0,0,0,1,1
0,1,0,1,0,0,0,0,1,0,5,0,7,30,0,0,0,1,1,0
1,1,0,1,0,0,0,0,0,1,3,1,1,60,0,0,1,0,1,0
0,0,0,0,0,0,1,0,0,0,1,1,,83,0,0,1,0,1,0
0,0,1,0,0,0,0,1,0,0,2,0,,85,1,0,1,0,1,1
1,0,0,0,0,0,1,0,0,1,4,0,10,48,1,0,0,0,1,0
0,0,1,0,0,0,0,0,1,0,5,0,7,31,1,0,0,0,1,1
0,0,1,0,0,0,0,0,0,1,4,0,,89,1,1,0,1,1,1
1,0,0,0,0,0,1,0,0,1,5,1,7,42,1,0,0,1,1,0
1,1,0,1,0,0,0,0,0,1,5,1,7,30,1,0,1,0,1,1
1,1,0,1,0,0,0,0,0,0,1,1,,59,1,0,0,0,0,1
1,0,0,0,0,0,1,1,0,0,1,1,1,69,1,0,1,1,1,1
1,1,0,1,0,0,0,1,0,0,5,1,5,34,1,0,0,1,0,0
0,0,0,0,0,0,1,0,0,1,4,0,,49,1,0,0,1,1,0
1,1,0,1,0,0,0,0,0,1,3,1,4,37,1,0,1,1,1,0
0,0,1,0,0,0,0,0,0,1,5,1,2,29,1,0,1,0,1,1
0,0,1,0,0,0,0,0,0,1,5,1,9,49,1,0,1,0,1,1
1,0,0,0,0,0,1,0,1,0,5,1,7,25,1,0,0,1,1,1
1,1,0,1,0,0,0,0,1,0,2,1,8,67,1,0,1,1,1,0
1,0,0,0,0,0,1,0,0,1,5,0,4,49,1,0,0,1,1,0
0,1,0,1,0,0,0,0,1,0,5,1,2,44,1,0,1,0,1,0
0,0,0,0,0,0,1,0,1,0,2,1,1,55,1,0,1,0,1,0
0,0,1,0,0,0,0,0,0,1,3,1,6,45,1,0,1,0,1,1
0,0,1,0,0,0,0,0,0,1,4,1,,70,1,0,1,0,0,1
1,1,0,1,0,0,0,0,0,1,4,1,8,37,1,0,1,1,1,0
0,0,1,0,0,0,0,0,0,1,3,1,6,51,1,0,0,1,0,0
1,0,1,0,0,0,0,0,0,1,5,0,6,42,1,0,0,0,1,1
0,1,0,0,0,1,0,0,1,0,5,1,4,24,1,0,0,1,1,0
0,0,0,0,0,0,1,0,0,1,5,0,,66,1,0,0,1,1,1
1,1,0,1,0,0,0,0,0,1,5,1,3,21,1,0,0,1,1,1
0,0,0,0,0,0,1,0,0,1,3,0,4,47,1,0,0,1,1,0
1,1,0,0,0,1,0,0,0,1,5,1,10,29,1,0,0,0,1,1
0,1,0,1,0,0,0,0,0,1,5,1,7,47,1,0,1,0,1,0
0,0,0,0,0,0,1,0,0,1,5,0,10,62,1,1,0,0,1,1
1,0,0,0,0,0,1,0,0,1,5,1,3,44,1,0,1,1,1,1
1,1,0,1,0,0,0,0,0,1,5,1,,74,1,0,1,1,1,1
1,1,0,1,0,0,0,0,1,0,5,1,10,31,1,0,1,1,1,0
0,0,1,0,0,0,0,1,0,0,3,0,3,50,1,0,1,1,1,0
0,0,0,0,0,0,1,0,0,1,5,1,4,31,1,0,1,1,1,0
0,0,1,0,0,0,0,1,0,0,5,0,4,60,1,1,0,0,1,1
0,0,1,0,0,0,0,0,0,1,3,0,4,37,1,0,1,1,1,0
0,0,1,0,0,0,0,0,0,0,1,1,8,58,1,0,1,1,1,0
0,0,0,0,0,0,1,0,0,1,5,0,10,35,1,0,0,1,1,0
1,0,0,0,0,0,1,0,0,0,5,1,,34,1,0,1,1,1,1
0,1,0,1,0,0,0,0,0,1,3,1,7,23,1,0,0,0,1,1
0,0,0,0,0,0,1,0,0,1,2,0,,69,1,0,1,0,1,1
1,1,0,1,0,0,0,0,1,0,3,1,5,42,1,0,0,1,1,0
0,0,1,0,0,0,0,1,0,0,5,0,1,52,1,1,1,1,1,0
1,1,0,1,0,0,0,0,1,0,3,1,6,47,1,0,0,1,1,1
1,1,0,1,0,0,0,0,1,0,5,1,8,57,1,0,1,1,1,1
0,0,1,0,0,0,0,0,0,1,3,0,3,69,1,0,0,0,1,0
1,1,0,1,0,0,0,1,0,0,5,1,10,37,1,0,0,0,1,1
0,0,1,0,0,0,0,1,0,0,2,0,6,67,1,0,1,0,1,1
0,0,1,0,0,0,0,0,0,1,4,0,5,49,1,0,1,1,1,0
1,0,0,0,0,0,1,0,0,1,3,1,10,58,1,0,1,1,1,0
1,1,0,0,0,1,0,0,0,1,5,1,7,33,1,0,0,1,1,0
1,0,0,0,0,0,1,0,0,1,3,1,3,61,1,0,0,1,1,0
0,0,1,0,0,0,0,0,0,1,2,1,4,52,1,0,1,0,1,1
0,1,0,1,0,0,0,0,1,0,5,1,4,34,1,0,1,1,1,1
1,1,0,1,0,0,0,0,0,1,4,0,3,42,1,0,0,1,1,0
0,0,0,0,0,0,1,1,0,0,4,0,5,60,1,0,0,1,1,1
1,0,0,0,0,0,1,0,0,1,5,1,4,25,1,0,1,1,1,1
0,0,0,0,0,0,1,0,0,0,1,1,,89,1,0,1,0,0,0
0,0,1,0,0,0,0,0,0,1,3,0,2,44,1,1,1,0,1,0
1,1,0,1,0,0,0,0,0,1,2,1,4,52,1,0,0,1,1,0
0,0,1,0,0,0,0,0,0,1,4,0,5,37,1,0,0,0,1,1
1,1,0,1,0,0,0,0,1,0,5,1,6,21,1,1,0,1,1,1
0,0,0,0,0,0,1,0,0,1,4,0,8,46,1,0,1,1,1,0
0,0,0,0,0,0,1,0,0,1,2,1,8,23,1,0,1,1,1,0
1,1,0,1,0,0,0,1,0,0,4,0,1,70,1,0,0,1,1,0
0,0,0,0,0,0,1,0,1,0,4,1,,41,1,0,1,0,1,0
1,1,0,1,0,0,0,0,0,1,1,1,2,56,1,0,1,1,1,1
1,0,0,0,0,0,1,0,0,1,3,1,,66,1,0,1,0,1,0
1,1,0,1,0,0,0,0,0,1,1,1,1,80,1,0,1,1,1,0
1,1,0,1,0,0,0,0,1,0,5,1,7,26,1,0,0,1,1,0
0,0,1,0,0,0,0,1,0,0,4,0,6,45,1,0,1,1,1,1
1,1,0,1,0,0,0,0,0,1,5,0,8,39,1,0,0,1,1,0
1,0,0,0,0,0,1,0,1,0,5,1,5,28,1,0,1,0,1,1
1,1,0,1,0,0,0,0,0,1,4,1,10,51,1,0,0,1,1,1
1,1,0,1,0,0,0,1,0,0,1,1,2,69,1,0,1,0,1,0
0,1,0,1,0,0,0,0,1,0,2,1,1,57,1,0,0,1,1,0
0,0,0,0,0,0,1,0,0,0,1,1,1,82,1,0,0,1,0,0
1,1,0,1,0,0,0,0,0,1,3,1,5,49,1,0,0,1,1,1
1,1,0,1,0,0,0,0,1,0,4,0,1,44,1,0,1,1,1,0
1,0,0,0,0,0,1,0,0,1,2,1,,65,1,0,0,1,1,0
0,1,0,0,0,1,0,0,1,0,5,1,3,34,1,0,0,1,1,0
1,1,0,1,0,0,0,0,0,1,5,1,5,65,1,0,0,1,1,0
0,0,0,0,0,0,1,0,0,1,3,1,5,49,1,0,1,1,1,1
1,1,0,1,0,0,0,0,1,0,1,1,10,80,1,0,1,1,1,0
1,1,0,1,0,0,0,0,1,0,2,1,1,56,1,0,0,1,1,0
0,0,0,0,0,0,1,0,0,0,1,0,,63,1,0,1,0,1,0
0,0,0,0,1,0,0,0,0,1,2,0,2,56,1,0,1,1,1,1
0,0,1,0,0,0,0,0,0,1,5,1,,22,1,0,1,0,1,0
1,1,0,1,0,0,0,0,1,0,5,1,9,40,1,0,0,1,1,0
1,1,0,1,0,0,0,0,0,1,2,1,7,47,1,0,1,0,1,0
1,1,0,1,0,0,0,0,0,1,1,0,9,54,1,0,0,1,1,0
1,1,0,1,0,0,0,0,1,0,3,1,3,40,1,0,0,1,1,0
0,0,1,0,0,0,0,0,0,1,3,1,4,63,1,0,1,0,1,0
1,1,0,1,0,0,0,0,0,1,3,0,6,48,1,0,0,1,1,0
1,1,0,1,0,0,0,0,0,1,3,1,1,54,1,0,1,0,1,0
1,1,0,1,0,0,0,0,1,0,5,1,3,27,1,0,1,0,1,0
1,1,0,0,0,1,0,0,1,0,5,1,7,33,1,0,0,1,1,0
0,0,0,0,0,0,1,0,0,1,3,1,1,43,1,0,1,1,1,0
1,0,0,0,0,0,1,1,0,0,1,1,,66,1,0,0,1,1,1
1,1,0,1,0,0,0,0,1,0,3,1,4,59,1,0,1,1,1,0
0,0,0,0,0,0,1,0,0,0,1,0,1,80,1,0,1,0,0,0
1,1,0,1,0,0,0,1,0,0,3,1,2,66,1,0,0,1,1,0
0,0,0,0,0,0,1,0,1,0,2,1,4,27,1,0,1,0,1,0
1,1,0,1,0,0,0,0,0,1,3,1,2,45,1,0,1,0,1,0
0,1,0,1,0,0,0,0,1,0,5,0,8,35,1,0,1,0,1,0
0,1,0,1,0,0,0,0,0,1,1,1,,82,1,0,0,0,1,0
0,0,0,0,0,0,1,0,0,1,4,0,7,58,1,1,0,0,0,1
1,1,0,1,0,0,0,0,0,1,5,1,2,42,1,0,0,0,1,0
0,0,0,0,0,0,1,0,0,1,1,0,,59,1,0,1,0,1,0
1,1,0,1,0,0,0,1,0,0,5,0,9,50,1,0,0,1,1,0
1,1,0,1,0,0,0,0,0,1,1,1,3,73,1,0,0,1,1,0
0,1,0,1,0,0,0,0,1,0,5,1,4,60,1,0,0,0,1,0
1,1,0,1,0,0,0,0,1,0,4,0,5,44,1,0,0,1,1,0
0,0,0,0,0,0,1,0,0,1,5,0,4,60,1,0,1,0,1,0
1,1,0,1,0,0,0,0,0,1,2,1,4,38,1,0,0,1,1,0
0,0,1,0,0,0,0,1,0,0,5,0,6,53,1,1,1,1,1,0
0,0,0,0,0,0,1,0,0,1,4,1,4,51,1,0,0,0,1,1
1,1,0,1,0,0,0,0,0,0,1,1,,70,1,0,1,0,1,0
1,0,0,0,0,0,1,0,0,1,1,0,,75,1,0,1,0,1,0
0,0,1,0,0,0,0,0,1,0,3,1,6,46,1,0,0,0,1,1
1,1,0,1,0,0,0,0,1,0,5,1,9,22,1,0,1,1,1,0
0,0,1,0,0,0,0,0,0,1,3,1,,63,1,0,1,0,1,1
1,1,0,1,0,0,0,0,1,0,3,1,7,38,1,0,1,0,1,1
1,1,0,1,0,0,0,0,1,0,5,1,4,48,1,0,1,1,1,0
1,1,0,1,0,0,0,0,1,0,5,1,8,32,1,0,1,0,1,1
1,0,0,0,0,0,1,0,0,1,4,0,,72,1,1,1,1,1,1
1,1,0,1,0,0,0,0,1,0,5,1,1,37,1,0,1,1,1,0
0,0,1,0,0,0,0,0,0,1,2,0,9,71,0,0,1,0,0,1
0,0,0,0,0,0,1,0,0,1,4,1,2,23,0,0,0,1,1,1
0,0,1,0,0,0,0,0,0,1,5,0,4,45,0,1,0,1,1,1
0,0,1,0,0,0,0,0,0,1,3,0,10,50,0,0,1,1,0,0
0,0,1,0,0,0,0,1,0,0,3,0,,44,0,1,1,0,1,1
1,0,0,0,0,0,1,0,0,1,5,0,9,34,0,0,1,0,1,0
1,1,0,1,0,0,0,0,1,0,5,1,9,27,0,0,1,1,1,0
1,1,0,1,0,0,0,0,1,0,1,1,5,55,0,0,0,1,1,0
0,0,0,0,0,0,1,0,0,1,3,1,,33,0,0,0,1,1,1
1,0,0,0,0,0,1,0,1,0,3,1,1,38,0,0,1,0,1,1
0,1,0,1,0,0,0,0,0,1,5,1,10,26,0,0,0,0,1,1
0,0,0,0,0,0,1,0,0,1,5,1,,49,0,0,1,0,1,1
0,0,0,0,0,0,1,0,0,0,1,1,1,83,0,0,1,0,0,0
1,1,0,1,0,0,0,0,1,0,5,1,,21,0,0,1,0,1,1
0,0,0,0,0,0,1,0,1,0,4,1,10,34,0,0,0,1,1,0
0,0,1,0,0,0,0,0,0,1,2,0,6,46,0,0,0,1,1,0
1,1,0,1,0,0,0,0,0,1,1,1,1,73,0,0,1,1,1,0
0,0,1,0,0,0,0,1,0,0,1,0,8,67,0,0,0,0,1,0
0,0,0,0,1,0,0,1,0,0,3,1,5,53,0,0,0,1,1,0
0,0,0,0,0,0,1,0,0,0,3,0,,60,0,0,0,0,1,0
1,1,0,1,0,0,0,1,0,0,4,1,2,39,0,0,0,1,1,0
0,1,0,0,0,0,0,0,0,1,3,1,6,53,0,0,0,1,1,0
0,0,1,0,0,0,0,1,0,0,3,0,5,52,0,1,1,1,1,1
0,0,0,0,0,0,1,0,1,0,5,1,3,22,0,0,0,1,1,0
0,0,0,0,0,0,1,0,0,1,2,0,4,48,0,0,0,1,1,0
1,0,0,0,0,0,1,0,0,1,3,1,9,57,0,0,0,0,1,1
0,0,0,0,0,0,1,0,0,1,3,0,2,48,0,0,1,0,1,0
1,1,0,1,0,0,0,0,1,0,5,1,3,22,0,0,0,0,1,1
0,0,0,0,0,0,1,0,0,0,1,1,,79,0,0,1,0,1,0
0,0,1,0,0,0,0,1,0,0,3,0,9,60,0,0,1,0,1,1
1,0,0,0,0,0,1,0,0,1,3,1,6,55,0,1,1,1,1,0
0,0,0,0,0,0,1,0,1,0,3,1,3,31,0,0,1,1,1,0
1,1,0,1,0,0,0,0,0,1,1,0,3,64,0,0,0,1,1,0
1,1,0,1,0,0,0,0,1,0,5,1,2,24,0,0,0,0,1,1
0,0,1,0,0,0,0,0,0,1,3,0,6,51,0,0,0,0,1,1
1,1,0,1,0,0,0,0,1,0,5,1,9,23,0,0,1,0,1,1
1,1,0,1,0,0,0,0,1,0,1,1,,78,0,0,1,0,1,0
0,0,0,0,0,0,1,1,0,0,2,0,2,65,0,0,0,0,1,0
0,0,0,0,0,0,1,0,0,1,3,1,,41,0,0,0,0,1,0
0,0,1,0,0,0,0,1,0,0,2,0,1,73,0,0,0,1,1,0
1,1,0,1,0,0,0,0,1,0,4,1,9,36,0,0,1,1,1,0
1,1,0,1,0,0,0,1,0,0,1,1,5,68,0,0,1,0,1,0
1,1,0,1,0,0,0,0,0,0,1,0,4,38,0,0,1,1,0,0
0,0,1,0,0,0,0,0,0,1,5,0,9,56,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,5,0,9,44,0,1,0,1,1,1
0,1,0,0,0,1,0,0,0,1,3,0,3,32,0,0,0,0,1,0
1,1,0,1,0,0,0,0,0,1,1,1,3,60,0,0,1,1,0,1
0,1,0,1,0,0,0,0,0,1,3,0,10,22,0,0,0,1,1,0
0,0,1,0,0,0,0,1,0,0,4,0,10,56,0,0,1,1,1,0
0,0,1,0,0,0,0,0,0,1,2,0,10,49,0,0,1,0,0,1
1,0,0,0,0,0,1,0,0,1,4,1,6,76,0,0,0,1,1,0
1,0,0,0,0,0,1,0,0,1,5,1,8,26,0,0,0,1,1,0
1,1,0,1,0,0,0,0,0,1,5,0,1,57,0,0,1,1,1,1
1,0,0,0,0,0,1,0,0,1,5,1,7,22,0,0,1,1,1,1
0,0,1,0,0,0,0,0,0,0,3,0,1,64,0,0,0,1,1,1
0,0,0,0,0,0,1,0,0,0,3,1,6,43,0,0,1,1,1,1
1,0,0,0,0,0,1,0,1,0,5,1,,26,0,0,0,0,1,0
0,0,0,0,0,0,1,1,0,0,3,1,9,46,0,0,0,0,1,1
1,1,0,1,0,0,0,0,0,1,3,0,5,70,0,0,0,1,1,0
0,0,1,0,0,0,0,0,0,1,1,0,10,78,0,0,0,0,1,1
0,0,1,0,0,0,0,1,0,0,5,0,10,60,0,0,1,1,1,1
1,0,0,0,0,0,1,0,0,1,5,1,4,38,1,0,1,1,1,0
0,0,0,0,0,0,1,0,0,1,1,0,,64,1,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,1,1,79,1,0,1,0,1,0
0,0,1,0,0,0,0,0,0,1,3,0,2,59,1,1,0,1,1,0
1,1,0,1,0,0,0,0,0,1,2,1,1,64,1,0,0,1,1,0
0,0,1,0,0,0,0,0,0,1,4,0,10,46,1,0,0,1,1,1
0,0,0,0,0,0,1,0,0,0,3,0,,36,1,0,0,1,0,1
1,0,0,0,0,0,1,0,0,0,1,0,1,60,1,0,1,1,1,0
1,0,1,0,0,0,0,1,0,0,5,0,9,72,1,0,0,0,1,1
1,1,0,1,0,0,0,0,1,0,3,1,4,59,1,0,0,1,1,0
0,0,0,0,0,0,1,0,0,1,5,1,2,31,1,0,0,1,1,0
1,0,0,0,0,0,1,0,1,0,4,0,9,21,1,0,0,0,1,1
0,0,1,0,0,0,0,0,0,1,3,0,,41,1,0,0,1,1,0
0,0,0,0,0,0,1,0,0,1,5,0,3,51,1,0,1,0,1,1
1,0,0,0,0,0,1,0,0,1,1,1,3,60,1,0,1,1,1,1
1,1,0,1,0,0,0,0,0,0,1,1,2,75,1,0,1,0,1,1
0,0,0,0,0,0,1,0,0,0,1,1,,86,1,0,1,0,0,0
0,0,0,0,0,0,1,0,0,1,2,0,,51,1,0,0,1,1,1
1,1,0,1,0,0,0,0,1,0,5,1,4,27,1,0,1,0,1,1
1,0,0,0,0,0,1,0,0,1,1,1,,61,1,0,0,1,1,0
1,0,0,0,0,0,1,0,0,0,1,1,5,80,1,0,1,1,1,0
1,0,0,0,0,0,1,0,1,0,1,1,7,40,1,0,0,1,1,0
0,0,0,0,0,0,1,0,0,0,2,1,,55,1,0,0,1,1,0
1,1,0,1,0,0,0,0,0,1,3,1,5,42,1,0,1,1,1,0
0,0,1,0,0,0,0,0,0,1,5,1,9,26,1,0,1,0,1,1
1,1,0,1,0,0,0,0,0,1,2,1,,49,1,0,0,0,1,1
1,0,0,0,0,0,1,0,1,0,1,1,,60,1,0,1,1,1,0
0,0,0,0,0,0,1,0,0,1,2,0,5,40,1,0,1,0,1,1
0,1,0,1,0,0,0,0,0,1,3,1,10,29,1,0,1,0,1,1
0,0,0,0,0,0,1,0,0,0,1,1,,77,1,0,1,0,1,0
1,1,0,1,0,0,0,0,0,1,1,0,2,65,1,0,1,1,1,1
1,1,0,1,0,0,0,0,1,0,5,1,2,30,1,0,0,1,1,0
1,1,0,1,0,0,0,0,0,1,5,1,5,45,1,0,1,1,1,0
1,1,0,1,0,0,0,1,0,0,3,0,1,39,1,0,0,1,1,0
1,1,0,1,0,0,0,0,0,1,1,0,,86,1,0,0,0,0,0
1,1,0,1,0,0,0,0,0,1,3,1,,49,1,0,0,0,1,1
0,1,0,1,0,0,0,0,0,1,3,1,2,24,1,0,0,1,1,0
1,1,0,1,0,0,0,0,0,1,1,1,2,72,1,0,0,1,1,0
1,1,0,1,0,0,0,0,0,1,2,1,8,50,1,0,1,1,1,0
0,0,0,0,0,0,1,0,0,1,1,1,1,65,1,0,1,0,1,0
1,1,0,1,0,0,0,1,0,0,3,0,6,62,1,0,0,1,1,1
0,1,0,1,0,0,0,0,1,0,3,1,1,32,1,0,1,0,1,0
1,0,0,0,0,0,1,0,1,0,3,1,1,35,1,0,0,0,0,0
0,0,1,0,0,0,0,0,0,1,2,1,,85,1,0,0,0,1,0
1,1,0,0,0,1,0,0,1,0,5,1,4,26,1,0,0,1,1,1
1,0,0,0,0,0,1,0,0,0,1,0,,49,1,0,1,1,0,0
1,1,0,1,0,0,0,0,1,0,3,1,1,52,0,0,0,1,1,0
1,1,0,1,0,0,0,0,0,1,1,0,1,81,0,0,0,1,1,0
0,0,1,0,0,0,0,0,0,1,1,0,1,65,0,0,0,1,1,1
1,1,0,1,0,0,0,0,0,1,3,1,3,42,0,0,0,1,1,1
1,1,0,1,0,0,0,0,1,0,5,1,9,40,0,0,1,1,1,1
1,0,0,0,0,0,1,0,0,1,4,0,6,38,0,0,0,0,1,1
0,0,0,0,0,0,1,0,0,1,1,0,1,74,0,0,1,1,1,0
0,0,1,0,0,0,0,0,0,1,5,1,4,49,0,0,1,1,1,1
0,0,0,0,0,0,1,0,0,1,5,0,,67,0,0,0,1,1,0
0,0,0,0,1,0,0,0,0,1,4,0,,68,0,0,0,0,1,1
